,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Product Weights Data in (KG),Is Recyclable?,Min. Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_16219,"Married Male with three children, education: partial high school working as skilled manual",S01em_OR,"Electrical from Household department, Ordered Brand : Denny","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",Save Price,Deluxe,15.72 Millions,7.7028 Millions,"{'Gross Weight': 22.8214, 'Net Weight': 19.7689, 'Package Weight': 3.0525}",recyclable,10K+,2571.49,1734.5,,335.59,419.9167
mc_ID_16220,"Single Male with four children, education: bachelors degree working as professional",S01em_OR,"Meat from Frozen Foods department, Ordered Brand : Carrington","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store']",,,9.68 Millions,3.5816 Millions,"{'Gross Weight': 13.6638, 'Net Weight': 12.1956, 'Package Weight': 1.4681}",non recyclable,70K+,2572.86,1734.5,503.07,334.19,282.9953
mc_ID_16221,"Married Male with four children, education: high school degree working as skilled manual",A17co_GU,"Decongestants from Health and Hygiene department, Ordered Brand : Bird Call",,Mystery Sale,Supermarket,5.64 Millions,2.4252 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,30K+,2193.04,1623.48,341.05,225.72,718.9681
mc_ID_16222,"Single Female with No children, education: high school degree working as professional",S03le_WA,"Fruit from Produce department, Ordered Brand : Tell Tale",['Coffee Bar'],Weekend Discount,Supermarket,8.4 Millions,3.024 Millions,"{'Gross Weight': 10.5822, 'Net Weight': 9.1286, 'Package Weight': 1.4536}",recyclable,150K+,1970.94,1235.38,440.92,293.95,364.1649
mc_ID_16223,"Married Male with one child, education: partial high school working as skilled manual",S01em_OR,"Meat from Deli department, Ordered Brand : American","['Ready Food', 'Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad']",Price Slashers,Deluxe,1.77 Millions,0.8319 Millions,"{'Gross Weight': 10.6403, 'Net Weight': 7.7331, 'Package Weight': 2.9072}",recyclable,10K+,2569.07,1734.89,,335.38,282.9953
mc_ID_16224,"Single Male with three children, education: partial high school working as skilled manual",M10da_YU,"Kitchen Products from Household department, Ordered Brand : Denny","['Video Store', 'Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Promo Big,Deluxe,6.32 Millions,2.9704 Millions,"{'Gross Weight': 30.6708, 'Net Weight': 26.31, 'Package Weight': 4.3608}",non recyclable,10K+,2861.13,1871.16,593.93,395.95,578.2288
mc_ID_16225,"Single Female with four children, education: bachelors degree working as professional",V13er_BC,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl","['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Price Slashers,Deluxe,5.76 Millions,1.8432 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",non recyclable,50K+,2144.62,1525.28,,248.79,403.9652
mc_ID_16226,"Single Male with three children, education: high school degree working as manual",L05es_CA,"Magazines from Periodicals department, Ordered Brand : Dollar",['Florist'],Price Destroyers,,6.76 Millions,2.9744 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 17.5885, 'Package Weight': 1.599}",non recyclable,50K+,2196.33,,523.32,348.85,710.8616
mc_ID_16227,"Single Male with four children, education: partial high school working as manual",P07nd_OR,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call",,Best Price Savers,Supermarket,8.79 Millions,3.0765 Millions,"{'Gross Weight': 22.24, 'Net Weight': 20.7864, 'Package Weight': 1.4536}",recyclable,10K+,1885.1,1505.88,227.8,151.9,650.4028
mc_ID_16228,"Married Male with two children, education: bachelors degree working as professional",O09ba_VE,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden","['Bar For Salad', 'Ready Food']",Super Savers,,9.44 Millions,2.832 Millions,"{'Gross Weight': 12.8352, 'Net Weight': 9.9135, 'Package Weight': 2.9217}",recyclable,150K+,,2448.37,,,754.7413
mc_ID_16229,"Single Male with two children, education: high school degree working as skilled manual",B06ls_CA,"Paper Products from Household department, Ordered Brand : Sunset","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Video Store']",Two Day Sale,Gourmet,10.36 Millions,4.2476 Millions,"{'Gross Weight': 13.7074, 'Net Weight': 10.8002, 'Package Weight': 2.9072}",non recyclable,30K+,2200.69,1424.85,,311.71,588.4796
mc_ID_16230,"Married Male with No children, education: high school degree working as manual",V19ia_BC,"Electrical from Household department, Ordered Brand : Red Wing","['Florist', 'Coffee Bar']",Sales Days,Mid-Size,3.0 Millions,1.2 Millions,"{'Gross Weight': 24.4204, 'Net Weight': 21.3678, 'Package Weight': 3.0525}",recyclable,30K+,3197.1,2551.4,389.54,259.66,694.9624
mc_ID_16231,"Single Female with one child, education: bachelors degree working as professional",H11go_ZA,"Meat from Deli department, Ordered Brand : Cutting Edge","['Ready Food', 'Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar']",One Day Sale,Deluxe,7.04 Millions,2.2528 Millions,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",recyclable,50K+,2844.85,2037.03,483.98,321.26,767.3456
mc_ID_16232,"Married Female with one child, education: partial college working as professional",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Booker",,Two for One,Supermarket,5.28 Millions,1.848 Millions,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",recyclable,130K+,,2049.72,459.36,304.91,300.8296
mc_ID_16233,"Married Male with three children, education: partial high school working as manual",M10da_YU,"Bread from Baked Goods department, Ordered Brand : Sphinx","['Ready Food', 'Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad']",Sales Days,Deluxe,7.8 Millions,2.808 Millions,"{'Gross Weight': 14.6813, 'Net Weight': 10.3205, 'Package Weight': 4.3608}",recyclable,10K+,2861.65,1871.16,,396.23,608.772
mc_ID_16234,"Married Male with four children, education: high school degree working as skilled manual",S04ne_WA,"Baking Goods from Baking Goods department, Ordered Brand : Plato",,GLD,,4.47 Millions,1.7433 Millions,"{'Gross Weight': 31.543, 'Net Weight': 28.6358, 'Package Weight': 2.9072}",non recyclable,30K+,2811.99,,457.36,304.91,697.7866
mc_ID_16235,"Single Female with three children, education: bachelors degree working as professional",A17co_GU,"Kitchen Products from Household department, Ordered Brand : High Quality",,Sales Days,Supermarket,6.45 Millions,2.709 Millions,"{'Gross Weight': 13.0969, 'Net Weight': 11.6433, 'Package Weight': 1.4536}",non recyclable,50K+,2188.44,1623.48,341.05,227.33,743.1307
mc_ID_16236,"Single Female with one child, education: graduate degree working as professional",B06ls_CA,"Baking Goods from Baking Goods department, Ordered Brand : Plato","['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Two for One,Gourmet,3.39 Millions,1.5933 Millions,"{'Gross Weight': 11.5561, 'Net Weight': 10.0879, 'Package Weight': 1.4681}",non recyclable,110K+,2201.58,1424.85,467.54,311.39,360.7131
mc_ID_16237,"Single Female with one child, education: high school degree working as skilled manual",S01em_OR,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth","['Coffee Bar', 'Video Store', 'Ready Food', 'Florist', 'Bar For Salad']",One Day Sale,Deluxe,7.8 Millions,2.964 Millions,"{'Gross Weight': 28.0543, 'Net Weight': 25.0018, 'Package Weight': 3.0525}",non recyclable,30K+,2569.85,1734.5,503.07,334.79,689.0525
mc_ID_16238,"Single Male with four children, education: partial high school working as skilled manual",V19ia_BC,"Dairy from Dairy department, Ordered Brand : Carlson","['Coffee Bar', 'Florist']",,Mid-Size,3.64 Millions,1.4196 Millions,"{'Gross Weight': 12.6608, 'Net Weight': 9.7536, 'Package Weight': 2.9072}",recyclable,10K+,3200.69,2551.4,389.54,258.52,275.9871
mc_ID_16239,"Single Female with No children, education: partial high school working as manual",P07nd_OR,"Drinks from Beverages department, Ordered Brand : Excellent",,Weekend Discount,Supermarket,8.94 Millions,2.7714 Millions,"{'Gross Weight': 18.606, 'Net Weight': 15.6988, 'Package Weight': 2.9072}",non recyclable,10K+,1887.7,1508,227.8,151.9,735.1811
mc_ID_16240,"Married Female with four children, education: partial high school working as skilled manual",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",,One Day Sale,Mid-Size,4.5 Millions,2.025 Millions,"{'Gross Weight': 12.7335, 'Net Weight': 9.8263, 'Package Weight': 2.9072}",recyclable,10K+,,2819.7,447.7,298.48,767.3456
mc_ID_16241,"Married Male with three children, education: partial high school working as skilled manual",T02ma_WA,"Vegetables from Canned Foods department, Ordered Brand : Just Right","['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",,Deluxe,7.47 Millions,2.3904 Millions,"{'Gross Weight': 11.6578, 'Net Weight': 7.297, 'Package Weight': 4.3608}",recyclable,10K+,3141.23,2055.29,654.13,436.09,640.5181
mc_ID_16242,"Single Female with four children, education: partial high school working as skilled manual",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Fast",,Saving Days,Supermarket,4.38 Millions,2.1462 Millions,"{'Gross Weight': 25.7286, 'Net Weight': 22.8214, 'Package Weight': 2.9072}",non recyclable,10K+,1887.6,1508,227.8,151.9,619.0228
mc_ID_16243,"Single Male with three children, education: partial high school working as manual",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Saving Days,Deluxe,5.46 Millions,2.2932 Millions,"{'Gross Weight': 31.6883, 'Net Weight': 30.0894, 'Package Weight': 1.599}",recyclable,10K+,3145.51,2055.29,654.13,436.09,352.0313
mc_ID_16244,"Married Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Saving Days,Deluxe,10.6 Millions,3.286 Millions,"{'Gross Weight': 10.0879, 'Net Weight': 5.7272, 'Package Weight': 4.3608}",recyclable,30K+,,2055.29,654.13,434.25,352.0313
mc_ID_16245,"Married Male with five children, education: high school degree working as manual",A17co_GU,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington",,Budget Bargains,Supermarket,3.93 Millions,1.3362 Millions,"{'Gross Weight': 15.1174, 'Net Weight': 12.1956, 'Package Weight': 2.9217}",recyclable,30K+,,1622.99,341.05,228.23,623.7298
mc_ID_16246,"Married Female with four children, education: partial high school working as management",S03le_WA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",['Coffee Bar'],Super Duper Savers,Supermarket,3.15 Millions,1.071 Millions,"{'Gross Weight': 11.2217, 'Net Weight': 8.3, 'Package Weight': 2.9217}",non recyclable,110K+,1970.94,1236.07,440.92,293.95,418.4
mc_ID_16247,"Married Male with three children, education: partial college working as clerical",B06ls_CA,"Canned Oysters from Canned Foods department, Ordered Brand : Blue Label","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store', 'Florist']",Save It (Sale),Gourmet,8.84 Millions,4.3316 Millions,"{'Gross Weight': 26.4554, 'Net Weight': 23.5482, 'Package Weight': 2.9072}",non recyclable,30K+,,1424.85,,310.3,427.7617
mc_ID_16248,"Married Male with No children, education: partial high school working as manual",S03le_WA,"Bread from Baked Goods department, Ordered Brand : Sphinx",['Coffee Bar'],Savings Galore,Supermarket,5.49 Millions,2.0313 Millions,"{'Gross Weight': 23.2575, 'Net Weight': 20.3503, 'Package Weight': 2.9072}",recyclable,10K+,1966.6,1236.07,440.92,295.83,724.5119
mc_ID_16249,"Married Female with four children, education: partial high school working as skilled manual",V13er_BC,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop","['Ready Food', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist']",Sale Sale Sale,Deluxe,10.86 Millions,5.2128 Millions,"{'Gross Weight': 28.0543, 'Net Weight': 23.5482, 'Package Weight': 4.5061}",non recyclable,30K+,2151.85,1525.28,373.1,248.79,722.6814
mc_ID_16250,"Married Female with two children, education: partial high school working as manual",M10da_YU,"Starchy Foods from Starchy Foods department, Ordered Brand : Colossal","['Video Store', 'Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Two Day Sale,Deluxe,13.48 Millions,6.6052 Millions,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",recyclable,30K+,2857.52,1871.16,595.93,395.95,402.0824
mc_ID_16251,"Married Female with three children, education: partial college working as professional",T02ma_WA,"Canned Tuna from Canned Foods department, Ordered Brand : Better","['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Two for One,Deluxe,11.08 Millions,4.6536 Millions,"{'Gross Weight': 31.543, 'Net Weight': 28.6358, 'Package Weight': 2.9072}",non recyclable,30K+,3145.51,2055.29,,437.72,312.9109
mc_ID_16252,"Married Female with four children, education: bachelors degree working as professional",H11go_ZA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Go For It,,5.13 Millions,1.7442 Millions,"{'Gross Weight': 23.6936, 'Net Weight': 19.1874, 'Package Weight': 4.5061}",non recyclable,50K+,2841.35,2038.11,,321.26,455.3761
mc_ID_16253,"Single Female with four children, education: bachelors degree working as management",B14on_WA,"Specialty from Produce department, Ordered Brand : Hermanos","['Bar For Salad', 'Ready Food']",Super Wallet Savers,Supermarket,5.94 Millions,2.673 Millions,"{'Gross Weight': 18.0246, 'Net Weight': 13.6492, 'Package Weight': 4.3753}",recyclable,50K+,3684.64,,855.22,568.75,570.8022
mc_ID_16254,"Single Male with two children, education: high school degree working as professional",O09ba_VE,"Candy from Snacks department, Ordered Brand : Thresher","['Ready Food', 'Bar For Salad']",Savings Galore,Supermarket,18.25 Millions,6.7525 Millions,"{'Gross Weight': 16.1349, 'Net Weight': 11.7741, 'Package Weight': 4.3608}",non recyclable,130K+,3232.19,2448.37,470.27,312.94,550.1437
mc_ID_16255,"Single Female with three children, education: partial college working as professional",S03le_WA,"Meat from Deli department, Ordered Brand : Red Spade",['Coffee Bar'],Discount Frenzy,Supermarket,5.58 Millions,2.6784 Millions,"{'Gross Weight': 8.9396, 'Net Weight': 6.0324, 'Package Weight': 2.9072}",non recyclable,30K+,1970.94,1236.07,440.92,295.27,745.0135
mc_ID_16256,"Single Female with one child, education: high school degree working as manual",V13er_BC,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store']",Super Duper Savers,Deluxe,4.14 Millions,1.3248 Millions,"{'Gross Weight': 21.6585, 'Net Weight': 17.1524, 'Package Weight': 4.5061}",recyclable,50K+,,1525.28,373.1,248.79,266.73
mc_ID_16257,"Married Male with four children, education: partial high school working as professional",S01em_OR,"Starchy Foods from Starchy Foods department, Ordered Brand : Medalist","['Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food', 'Florist']",Lottery Cash Registerion,Deluxe,11.12 Millions,3.336 Millions,"{'Gross Weight': 27.1822, 'Net Weight': 24.275, 'Package Weight': 2.9072}",recyclable,110K+,2572.86,1734.5,503.07,335.38,500.9294
mc_ID_16258,"Married Male with four children, education: bachelors degree working as professional",S04ne_WA,"Dairy from Dairy department, Ordered Brand : Booker",,GLD,,6.88 Millions,3.096 Millions,"{'Gross Weight': 9.8118, 'Net Weight': 6.9046, 'Package Weight': 2.9072}",recyclable,130K+,,2051.84,,303.51,697.7866
mc_ID_16259,"Married Male with three children, education: high school degree working as skilled manual",S01em_OR,"Pure Juice Beverages from Beverages department, Ordered Brand : Token","['Bar For Salad', 'Coffee Bar', 'Video Store', 'Florist', 'Ready Food']",Big Time Saving,Deluxe,3.6 Millions,1.152 Millions,"{'Gross Weight': 11.6869, 'Net Weight': 10.2188, 'Package Weight': 1.4681}",recyclable,30K+,2577.08,1734.5,503.07,333.87,279.5435
mc_ID_16260,"Single Female with two children, education: partial high school working as skilled manual",S04ne_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",,Sale : Double Down,,6.48 Millions,2.7864 Millions,"{'Gross Weight': 30.5255, 'Net Weight': 29.0719, 'Package Weight': 1.4536}",non recyclable,10K+,2811.98,2049.72,457.36,303.28,327.7641
